Trade Date,Maturity Date,Tenor,Face Value (GHS),Coupon Rate(%),AVG Price(%),Settlement Amount (GHS)
17/01/2012,03/11/2013,13s,2500000,14.99,0,0
18/01/2012,03/11/2013,13s,1000000,14.99,0,0
18/01/2012,25/07/2016,16s,39000000,14.25,0,0
18/01/2012,06/11/2012,12s,20000000,13.67,0,0
19/01/2012,14/01/2013,13s,905000,19,0,0
19/01/2012,06/11/2012,12s,3000000,13.67,0,0
19/01/2012,03/11/2013,13s,6000000,14.99,0,0
19/01/2012,25/07/2016,16s,1033000,14.25,0,0
19/01/2012,30/09/2013,13s,10000000,13.3,0,0
19/01/2012,12/10/2012,12s,95750,15,0,0
20/01/2012,06/11/2012,12s,295000,13.67,0,0
20/01/2012,03/11/2013,13s,7500000,14.99,0,0
20/01/2012,30/09/2013,13s,11000000,13.3,0,0
20/01/2012,14/01/2013,13s,100000,19,0,0
23/01/2012,06/11/2012,12s,153750,13.67,0,0
23/01/2012,03/11/2013,13s,7500000,14.99,0,0
23/01/2012,30/09/2013,13s,11000000,13.3,0,0
24/01/2012,06/11/2012,12s,190000,13.67,0,0
24/01/2012,06/03/2013,13s,5000000,15.65,0,0
24/01/2012,03/11/2013,13s,5000000,14.99,0,0
25/01/2012,06/03/2013,13s,12500000,15.65,0,0
25/01/2012,06/11/2012,12s,174620,13.67,0,0
25/01/2012,25/07/2016,16s,5000000,14.25,0,0
25/01/2012,06/02/2014,14s,15000000,13,0,0
25/01/2012,14/01/2013,13s,148500,19,0,0
25/01/2012,03/11/2013,13s,9000000,14.99,0,0
26/01/2012,12/10/2012,12s,5000,15,0,0
26/01/2012,06/02/2014,14s,15000000,13,0,0
26/01/2012,06/03/2013,13s,22300000,15.65,0,0
26/01/2012,14/01/2013,13s,5000000,19,0,0
26/01/2012,03/11/2013,13s,10670000,14.99,0,0
26/01/2012,06/11/2012,12s,253500,13.67,0,0
26/01/2012,25/07/2016,16s,1300000,14.25,0,0
27/01/2012,06/02/2014,14s,7230000,13,0,0
27/01/2012,06/03/2013,13s,5000000,15.65,0,0
27/01/2012,03/11/2013,13s,20574000,14.99,0,0
30/01/2012,25/07/2016,16s,5000000,14.25,0,0
30/01/2012,06/03/2013,13s,22700000,15.65,0,0
30/01/2012,14/01/2013,13s,1828000,19,0,0
30/01/2012,03/11/2013,13s,20662000,14.99,0,0
30/01/2012,06/11/2012,12s,10000,13.67,0,0
30/01/2012,06/02/2014,14s,460000,13,0,0
31/01/2012,06/02/2014,14s,4540000,13,0,0
31/01/2012,06/11/2012,12s,39730,13.67,0,0
31/01/2012,03/11/2013,13s,4550000,14.99,0,0
31/01/2012,14/01/2013,13s,3200000,19,0,0
01/02/2012,06/11/2012,12s,97490,13.67,0,0
01/02/2012,25/07/2016,16s,5000000,14.25,0,0
01/02/2012,14/01/2013,13s,3000000,19,0,0
01/02/2012,06/02/2014,14s,13770000,13,0,0
01/02/2012,30/09/2013,13s,12600000,13.3,0,0
01/02/2012,03/11/2013,13s,20012000,14.99,0,0
02/02/2012,06/02/2014,14s,5200000,13,0,0
02/02/2012,03/11/2013,13s,3000000,14.99,0,0
02/02/2012,14/01/2013,13s,16300000,19,0,0
03/02/2012,03/11/2013,13s,1000000,14.99,0,0
06/02/2012,12/10/2012,12s,1550000,15,0,0
06/02/2012,29/07/2013,13s,3850000,14.25,0,0
06/02/2012,03/11/2013,13s,2000000,14.99,0,0
07/02/2012,29/07/2013,13s,3850000,14.25,0,0
07/02/2012,30/09/2013,13s,3000000,13.3,0,0
07/02/2012,14/01/2013,13s,2500000,19,0,0
07/02/2012,12/10/2012,12s,1550000,15,0,0
08/02/2012,29/07/2013,13s,5200000,14.25,0,0
08/02/2012,12/10/2012,12s,5000000,15,0,0
10/02/2012,06/11/2012,12s,1500000,13.67,0,0
10/02/2012,14/01/2013,13s,5000000,19,0,0
13/02/2012,25/07/2016,16s,15000000,14.25,0,0
13/02/2012,06/03/2013,13s,7230000,15.65,0,0
14/02/2012,06/11/2012,12s,50450,13.67,0,0
14/02/2012,30/09/2013,13s,7000000,13.3,0,0
14/02/2012,12/10/2012,12s,1060000,15,0,0
14/02/2012,14/01/2013,13s,1000000,19,0,0
15/02/2012,06/11/2012,12s,101990,13.67,0,0
16/02/2012,14/01/2013,13s,5000,19,0,0
16/02/2012,06/11/2012,12s,11000,13.67,0,0
17/02/2012,12/10/2012,12s,4500,15,0,0
17/02/2012,25/07/2016,16s,1033000,14.25,0,0
17/02/2012,06/11/2012,12s,9470,13.67,0,0
17/02/2012,28/04/2014,14s,12500000,12.39,0,0
20/02/2012,12/10/2012,12s,29000,15,0,0
20/02/2012,28/04/2014,14s,5000000,12.39,0,0
20/02/2012,06/11/2012,12s,110000,13.67,0,0
21/02/2012,06/11/2012,12s,3000,13.67,0,0
22/02/2012,12/10/2012,12s,43100,15,0,0
22/02/2012,14/01/2013,13s,11000,19,0,0
23/02/2012,14/01/2013,13s,11500000,19,0,0
23/02/2012,17/02/2014,14s,50000,13.45,0,0
24/02/2012,14/01/2013,13s,3003000,19,0,0
24/02/2012,12/10/2012,12s,4000,15,0,0
27/02/2012,12/10/2012,12s,9000,15,0,0
27/02/2012,28/04/2014,14s,2500000,12.39,0,0
27/02/2012,14/01/2013,13s,30000,19,0,0
28/02/2012,30/09/2013,13s,3300000,13.3,0,0
28/02/2012,06/02/2014,14s,1700000,13,0,0
28/02/2012,14/01/2013,13s,2030000,19,0,0
28/02/2012,28/04/2014,14s,2500000,12.39,0,0
28/02/2012,23/02/2015,15s,218100000,14.99,0,0
28/02/2012,06/03/2013,13s,5000000,15.65,0,0
29/02/2012,25/07/2016,16s,10000000,14.25,0,0
29/02/2012,14/01/2013,13s,5000,19,0,0
29/02/2012,23/02/2015,15s,29440000,14.99,0,0
01/03/2012,12/10/2012,12s,4008800,15,0,0
01/03/2012,23/02/2015,15s,29440000,14.99,0,0
01/03/2012,14/01/2013,13s,7012000,19,0,0
02/03/2012,14/01/2013,13s,5000,19,0,0
05/03/2012,25/07/2016,16s,2000000,14.25,0,0
05/03/2012,14/01/2013,13s,5000,19,0,0
07/03/2012,23/02/2015,15s,188660000,14.99,0,0
07/03/2012,14/01/2013,13s,22800,19,0,0
08/03/2012,14/01/2013,13s,2005000,19,0,0
08/03/2012,12/10/2012,12s,2000,15,0,0
08/03/2012,06/11/2012,12s,2267547,13.67,0,0
12/03/2012,06/11/2012,12s,2267547,13.67,0,0
12/03/2012,03/11/2013,13s,2000000,14.99,0,0
12/03/2012,12/10/2012,12s,3000,15,0,0
12/03/2012,23/10/2024,ESLA/24,1150534,19,102.21,1175961.8
12/03/2012,27/10/2027,ESLA/27,256488,19.5,102.52,262961.24
12/03/2012,19/07/2021,21s,268519,24.75,123.65,332017.25
12/03/2012,24/01/2022,22s,1000000,18.75,108.71,1087144
12/03/2012,09/03/2020,20s,799795,21.5,112.53,899998.75
12/03/2012,25/03/2024,24s,5000000,19.75,116.5,5824780
12/03/2012,01/06/2020,20s,363605,18.5,105.02,381848.52
12/03/2012,21/09/2020,20s,3000000,18.25,105.05,3151371
12/03/2012,06/02/2023,23s,20177800,16.5,103.02,20787486.89
13/03/2012,12/10/2012,12s,2400,15,0,0
13/03/2012,14/01/2013,13s,23000,19,0,0
14/03/2012,14/01/2013,13s,16700,19,0,0
14/03/2012,12/10/2012,12s,2000000,15,0,0
14/03/2012,25/07/2016,16s,1000000,14.25,0,0
15/03/2012,25/07/2016,16s,54000000,14.25,0,0
15/03/2012,14/01/2013,13s,43270,19,0,0
16/03/2012,29/07/2013,13s,850000,14.25,0,0
16/03/2012,12/10/2012,12s,2000,15,0,0
16/03/2012,14/01/2013,13s,505800,19,0,0
19/03/2012,25/07/2016,16s,900000,14.25,0,0
19/03/2012,14/01/2013,13s,5000,19,0,0
20/03/2012,06/11/2012,12s,9800,13.67,0,0
21/03/2012,12/10/2012,12s,9460,15,0,0
21/03/2012,14/01/2013,13s,5000000,19,0,0
21/03/2012,30/09/2013,13s,270000,13.3,0,0
22/03/2012,06/11/2012,12s,9800,13.67,0,0
22/03/2012,14/01/2013,13s,1000000,19,0,0
22/03/2012,25/07/2016,16s,1000000,14.25,0,0
22/03/2012,12/10/2012,12s,6800,15,0,0
23/03/2012,03/11/2013,13s,1000000,14.99,0,0
23/03/2012,14/01/2013,13s,5000,19,0,0
27/03/2012,06/02/2014,14s,1000000,13,0,0
27/03/2012,12/10/2012,12s,3500,15,0,0
28/03/2012,14/01/2013,13s,1420000,19,0,0
29/03/2012,03/11/2013,13s,102000,14.99,0,0
29/03/2012,06/02/2014,14s,875000,13,0,0
29/03/2012,14/01/2013,13s,235000,19,0,0
30/03/2012,12/10/2012,12s,20000,15,0,0
02/04/2012,12/10/2012,12s,1958240,15,0,0
02/04/2012,14/01/2013,13s,600000,19,0,0
03/04/2012,03/11/2013,13s,4000000,14.99,0,0
04/04/2012,14/01/2013,13s,3235930,19,0,0
05/04/2012,25/07/2016,16s,1000000,14.25,0,0
05/04/2012,14/01/2013,13s,3250000,19,0,0
11/04/2012,06/02/2014,14s,310000,13,0,0
12/04/2012,06/02/2014,14s,310000,13,0,0
17/04/2012,06/02/2014,14s,310000,13,0,0
19/04/2012,06/02/2014,14s,310000,13,0,0
19/04/2012,14/01/2013,13s,5000000,19,0,0
20/04/2012,14/01/2013,13s,5000000,19,0,0
23/04/2012,06/11/2012,12s,11000000,13.67,0,0
23/04/2012,29/07/2013,13s,22450000,14.25,0,0
24/04/2012,29/07/2013,13s,11000000,14.25,0,0
26/04/2012,14/01/2013,13s,49645000,19,0,0
26/04/2012,25/07/2016,16s,13510000,14.25,0,0
27/04/2012,14/01/2013,13s,34645000,19,0,0
27/04/2012,25/07/2016,16s,13510000,14.25,0,0
02/05/2012,30/09/2013,13s,11000000,13.3,0,0
03/05/2012,25/07/2016,16s,1000000,14.25,0,0
09/05/2012,30/09/2013,13s,6000000,13.3,0,0
10/05/2012,14/01/2013,13s,2500000,19,0,0
10/05/2012,30/09/2013,13s,3500000,13.3,0,0
11/05/2012,03/11/2013,13s,7000000,14.99,0,0
14/05/2012,14/01/2013,13s,2000000,19,0,0
14/05/2012,12/10/2012,12s,1350000,15,0,0
15/05/2012,17/02/2014,14s,500000,13.45,0,0
15/05/2012,29/07/2013,13s,400000,14.25,0,0
16/05/2012,14/01/2013,13s,12500000,19,0,0
16/05/2012,30/09/2013,13s,20000000,13.3,0,0
16/05/2012,06/03/2013,13s,2500000,15.65,0,0
17/05/2012,06/03/2013,13s,2500000,15.65,0,0
17/05/2012,30/09/2013,13s,20000000,13.3,0,0
17/05/2012,14/01/2013,13s,12500000,19,0,0
22/05/2012,30/09/2013,13s,11000000,13.3,0,0
28/05/2012,25/05/2015,15s,30000000,24,0,0
29/05/2012,03/11/2013,13s,2046776,14.99,0,0
29/05/2012,25/05/2015,15s,183175000,24,0,0
30/05/2012,06/03/2013,13s,2250000,15.65,0,0
30/05/2012,25/05/2015,15s,130475000,24,0,0
31/05/2012,25/05/2015,15s,23555000,24,0,0
31/05/2012,06/03/2013,13s,1410000,15.65,0,0
01/06/2012,12/10/2012,12s,150000,15,0,0
01/06/2012,30/09/2013,13s,2820000,13.3,0,0
01/06/2012,14/01/2013,13s,6698000,19,0,0
01/06/2012,25/05/2015,15s,18980000,24,0,0
01/06/2012,29/07/2013,13s,220000,14.25,0,0
04/06/2012,25/05/2015,15s,100100000,24,0,0
04/06/2012,06/03/2013,13s,1250000,15.65,0,0
04/06/2012,03/11/2013,13s,3000000,14.99,0,0
05/06/2012,25/05/2015,15s,2000000,24,0,0
05/06/2012,03/11/2013,13s,3000000,14.99,0,0
05/06/2012,06/11/2012,12s,2267547,13.67,0,0
08/06/2012,14/01/2013,13s,9255000,19,0,0
11/06/2012,06/05/2017,17s,12500000,26,0,0
11/06/2012,25/05/2015,15s,3000000,24,0,0
12/06/2012,06/05/2017,17s,65900000,26,0,0
12/06/2012,25/05/2015,15s,28000000,24,0,0
12/06/2012,14/01/2013,13s,9255000,19,0,0
13/06/2012,06/05/2017,17s,24550000,26,0,0
13/06/2012,06/02/2014,14s,1000000,13,0,0
13/06/2012,25/05/2015,15s,26010000,24,0,0
13/06/2012,29/07/2013,13s,1000000,14.25,0,0
13/06/2012,14/01/2013,13s,1000000,19,0,0
14/06/2012,06/05/2017,17s,1500000,26,0,0
14/06/2012,25/05/2015,15s,35880000,24,0,0
15/06/2012,03/11/2013,13s,3000000,14.99,0,0
15/06/2012,06/05/2017,17s,19325000,26,0,0
15/06/2012,25/05/2015,15s,4110000,24,0,0
15/06/2012,25/07/2016,16s,1300000,14.25,0,0
19/06/2012,25/05/2015,15s,3000000,24,0,0
19/06/2012,06/05/2017,17s,5120000,26,0,0
20/06/2012,03/11/2013,13s,102000,14.99,0,0
20/06/2012,25/05/2015,15s,3000000,24,0,0
20/06/2012,06/05/2017,17s,4000000,26,0,0
21/06/2012,03/11/2013,13s,7000000,14.99,0,0
21/06/2012,06/05/2017,17s,3450000,26,0,0
22/06/2012,25/05/2015,15s,1000000,24,0,0
27/06/2012,25/05/2015,15s,1000000,24,0,0
28/06/2012,14/01/2013,13s,10000,19,0,0
28/06/2012,06/05/2017,17s,100000,26,0,0
03/07/2012,06/05/2017,17s,1600000,26,0,0
04/07/2012,06/05/2017,17s,1000000,26,0,0
05/07/2012,06/05/2017,17s,1600000,26,0,0
05/07/2012,14/01/2013,13s,180000,19,0,0
05/07/2012,25/05/2015,15s,3000000,24,0,0
06/07/2012,06/05/2017,17s,105000,26,0,0
06/07/2012,25/07/2016,16s,2000000,14.25,0,0
09/07/2012,14/01/2013,13s,180000,19,0,0
09/07/2012,06/05/2017,17s,6361000,26,0,0
09/07/2012,25/05/2015,15s,2000000,24,0,0
10/07/2012,25/05/2015,15s,1000000,24,0,0
11/07/2012,14/01/2013,13s,2710,19,0,0
11/07/2012,25/05/2015,15s,2000000,24,0,0
12/07/2012,25/05/2015,15s,1500000,24,0,0
13/07/2012,25/05/2015,15s,1000000,24,0,0
13/07/2012,30/09/2013,13s,2200000,13.3,0,0
13/07/2012,29/07/2013,13s,1000000,14.25,0,0
13/07/2012,03/11/2013,13s,2000000,14.99,0,0
16/07/2012,30/09/2013,13s,2200000,13.3,0,0
16/07/2012,25/05/2015,15s,44763000,24,0,0
16/07/2012,06/03/2013,13s,2500000,15.65,0,0
17/07/2012,06/02/2014,14s,3755000,13,0,0
17/07/2012,03/11/2013,13s,5750000,14.99,0,0
17/07/2012,06/05/2017,17s,1000000,26,0,0
17/07/2012,25/07/2016,16s,91750,14.25,0,0
17/07/2012,29/07/2013,13s,8000000,14.25,0,0
18/07/2012,25/05/2015,15s,3000000,24,0,0
18/07/2012,17/02/2014,14s,500000,13.45,0,0
18/07/2012,29/07/2013,13s,838500,14.25,0,0
19/07/2012,25/05/2015,15s,2000000,24,0,0
19/07/2012,29/07/2013,13s,1000000,14.25,0,0
20/07/2012,06/05/2017,17s,1500000,26,0,0
23/07/2012,25/05/2015,15s,15560000,24,0,0
24/07/2012,14/01/2013,13s,2000000,19,0,0
24/07/2012,30/09/2013,13s,900000,13.3,0,0
24/07/2012,25/05/2015,15s,20060000,24,0,0
24/07/2012,03/11/2013,13s,4000000,14.99,0,0
25/07/2012,03/11/2013,13s,2000000,14.99,0,0
25/07/2012,06/05/2017,17s,12500000,26,0,0
26/07/2012,06/05/2017,17s,15000000,26,0,0
27/07/2012,06/05/2017,17s,5000000,26,0,0
27/07/2012,14/01/2013,13s,360000,19,0,0
27/07/2012,03/11/2013,13s,750000,14.99,0,0
27/07/2012,25/05/2015,15s,3500000,24,0,0
30/07/2012,03/11/2013,13s,725100,14.99,0,0
30/07/2012,06/05/2017,17s,15000000,26,0,0
31/07/2012,25/05/2015,15s,15000000,24,0,0
01/08/2012,06/05/2017,17s,5000000,26,0,0
01/08/2012,25/05/2015,15s,5000000,24,0,0
01/08/2012,03/11/2013,13s,2500000,14.99,0,0
02/08/2012,03/11/2013,13s,2500000,14.99,0,0
02/08/2012,29/07/2013,13s,2000000,14.25,0,0
02/08/2012,25/05/2015,15s,3763000,24,0,0
02/08/2012,14/01/2013,13s,1763000,19,0,0
02/08/2012,06/05/2017,17s,5000000,26,0,0
03/08/2012,06/05/2017,17s,1000000,26,0,0
06/08/2012,06/05/2017,17s,5700000,26,0,0
06/08/2012,25/05/2015,15s,7500000,24,0,0
09/08/2012,14/01/2013,13s,2000000,19,0,0
13/08/2012,06/05/2017,17s,1000000,26,0,0
13/08/2012,25/05/2015,15s,2000000,24,0,0
13/08/2012,14/01/2013,13s,2610000,19,0,0
13/08/2012,25/07/2016,16s,10000000,14.25,0,0
14/08/2012,25/05/2015,15s,5000000,24,0,0
14/08/2012,25/07/2016,16s,5000000,14.25,0,0
14/08/2012,29/07/2013,13s,5000000,14.25,0,0
14/08/2012,14/01/2013,13s,690000,19,0,0
15/08/2012,25/05/2015,15s,6000000,24,0,0
16/08/2012,12/10/2012,12s,7300000,15,0,0
17/08/2012,25/05/2015,15s,2500000,24,0,0
21/08/2012,29/07/2013,13s,10000000,14.25,0,0
21/08/2012,25/05/2015,15s,7000000,24,0,0
22/08/2012,06/02/2014,14s,418883,13,0,0
23/08/2012,28/04/2014,14s,2500000,12.39,0,0
24/08/2012,06/02/2014,14s,735000,13,0,0
27/08/2012,14/01/2013,13s,150000,19,0,0
27/08/2012,06/02/2014,14s,580000,13,0,0
27/08/2012,25/05/2015,15s,38000000,24,0,0
27/08/2012,03/11/2013,13s,11110000,14.99,0,0
28/08/2012,21/08/2017,17s,680241000,23,0,0
28/08/2012,06/02/2014,14s,580000,13,0,0
28/08/2012,14/01/2013,13s,10290,19,1,102.9
29/08/2012,21/08/2017,17s,395446307,23,0,0
29/08/2012,06/02/2014,14s,580000,13,0,0
29/08/2012,25/05/2015,15s,1500000,24,0,0
29/08/2012,12/10/2012,12s,2400,15,0.97,23.28
29/08/2012,03/11/2013,13s,19500,14.99,0.96,187.2
30/08/2012,21/08/2017,17s,15480849,23,0,0
31/08/2012,21/08/2017,17s,157425000,23,0,0
03/09/2012,25/05/2015,15s,2000000,24,0,0
03/09/2012,21/08/2017,17s,27026000,23,0,0
03/09/2012,14/01/2013,13s,9060000,19,0,0
04/09/2012,21/08/2017,17s,12940000,23,0,0
04/09/2012,29/07/2013,13s,800000,14.25,0,0
05/09/2012,25/05/2015,15s,1000000,24,0,0
05/09/2012,25/07/2016,16s,1000000,14.25,0,0
05/09/2012,21/08/2017,17s,2066000,23,0,0
06/09/2012,25/05/2015,15s,4500000,24,0,0
06/09/2012,21/08/2017,17s,1000000,23,0,0
07/09/2012,21/08/2017,17s,4668000,23,0,0
07/09/2012,25/05/2015,15s,1500000,24,0,0
10/09/2012,25/05/2015,15s,13000000,24,0,0
10/09/2012,21/08/2017,17s,19620000,23,0,0
10/09/2012,25/07/2016,16s,1000000,14.25,0,0
10/09/2012,06/05/2017,17s,1900000,26,0,0
11/09/2012,06/05/2017,17s,5000000,26,0,0
11/09/2012,21/08/2017,17s,4000000,23,0,0
11/09/2012,25/05/2015,15s,2020000,24,0,0
11/09/2012,25/07/2016,16s,15000000,14.25,0,0
11/09/2012,13/10/2014,14s,7000000,14,0,0
12/09/2012,14/01/2013,13s,2000000,19,0,0
12/09/2012,21/08/2017,17s,4875000,23,0,0
12/09/2012,06/02/2014,14s,2500000,13,0,0
13/09/2012,21/08/2017,17s,3625000,23,0,0
13/09/2012,06/05/2017,17s,2300000,26,0,0
14/09/2012,25/07/2016,16s,2000000,14.25,0,0
14/09/2012,25/05/2015,15s,3000000,24,0,0
14/09/2012,06/02/2014,14s,990000,13,0,0
14/09/2012,21/08/2017,17s,578000,23,0,0
17/09/2012,21/08/2017,17s,2280000,23,0,0
17/09/2012,25/05/2015,15s,16406638,24,0,0
18/09/2012,25/05/2015,15s,700000,24,0,0
19/09/2012,29/07/2013,13s,1000000,14.25,0,0
20/09/2012,03/11/2013,13s,8550000,14.99,0,0
20/09/2012,06/03/2013,13s,2500000,15.65,0,0
20/09/2012,21/08/2017,17s,7030000,23,0,0
24/09/2012,14/01/2013,13s,186000,19,0,0
24/09/2012,06/02/2014,14s,840,13,0,0
25/09/2012,06/03/2013,13s,2500000,15.65,0,0
26/09/2012,25/07/2016,16s,1483250,14.25,0,0
26/09/2012,06/05/2017,17s,1000000,26,0,0
26/09/2012,25/05/2015,15s,2000000,24,0,0
26/09/2012,14/01/2013,13s,1000000,19,0,0
26/09/2012,21/08/2017,17s,10000000,23,0,0
26/09/2012,03/11/2013,13s,800000,14.99,0,0
26/09/2012,12/10/2012,12s,4500,15,0.23,10.35
28/09/2012,25/05/2015,15s,2000000,24,0,0
28/09/2012,06/05/2017,17s,3000000,26,0,0
28/09/2012,21/08/2017,17s,32000000,23,0,0
28/09/2012,06/02/2014,14s,400000,13,0,0
01/10/2012,25/05/2015,15s,18980000,24,0,0
02/10/2012,25/05/2015,15s,4000000,24,0,0
02/10/2012,12/10/2012,12s,6900,15,0.98,67.62
03/10/2012,21/08/2017,17s,3000000,23,0,0
09/10/2012,06/05/2017,17s,5000000,26,0,0
09/10/2012,14/01/2013,13s,3250000,19,0,0
10/10/2012,25/05/2015,15s,50000000,24,0,0
10/10/2012,06/05/2017,17s,27000000,26,0,0
10/10/2012,03/11/2013,13s,200000,14.99,0,0
12/10/2012,21/08/2017,17s,13000000,23,0,0
12/10/2012,14/01/2013,13s,500000,19,0,0
18/10/2012,03/11/2013,13s,6500000,14.99,0,0
18/10/2012,14/01/2013,13s,9000000,19,0,0
18/10/2012,29/07/2013,13s,6500000,14.25,0,0
18/10/2012,06/03/2013,13s,2000000,15.65,0,0
19/10/2012,14/01/2013,13s,5000000,19,0,0
19/10/2012,06/03/2013,13s,500000,15.65,0,0
22/10/2012,29/07/2013,13s,11000000,14.25,0,0
22/10/2012,06/02/2014,14s,4000000,13,0,0
22/10/2012,03/11/2013,13s,150000,14.99,0,0
22/10/2012,06/03/2013,13s,2790000,15.65,0,0
23/10/2012,29/07/2013,13s,8000000,14.25,0,0
23/10/2012,03/11/2013,13s,8000000,14.99,0,0
23/10/2012,03/11/2013,13s,5000,14.99,1,50
23/10/2012,12/10/2012,12s,5000,15,1,50
23/10/2012,25/07/2016,16s,2000000,14.25,1,20000
25/10/2012,25/07/2016,16s,2000000,14.25,1,20000
29/10/2012,03/11/2013,13s,600000,14.99,0,0
30/10/2012,25/05/2015,15s,3000,24,0,0
30/10/2012,26/10/2015,15s,136620000,21,0,0
30/10/2012,06/05/2017,17s,1000000,26,0,0
31/10/2012,26/10/2015,15s,63870000,21,0,0
31/10/2012,26/10/2015,15s,7100000,21,1,71000
01/11/2012,26/10/2015,15s,90685000,21,0,0
02/11/2012,26/10/2015,15s,24055000,21,0,0
02/11/2012,21/08/2017,17s,4395000,23,0,0
05/11/2012,21/08/2017,17s,6000000,23,0,0
05/11/2012,26/10/2015,15s,35510000,21,0,0
06/11/2012,29/07/2013,13s,285300,14.25,0,0
06/11/2012,26/10/2015,15s,39300000,21,0,0
06/11/2012,03/11/2013,13s,1248000,14.99,0,0
06/11/2012,21/08/2017,17s,32000000,23,0,0
07/11/2012,03/11/2013,13s,9290000,14.99,0,0
07/11/2012,29/07/2013,13s,150000,14.25,0,0
07/11/2012,21/08/2017,17s,2000000,23,0,0
07/11/2012,26/10/2015,15s,5000000,21,0,0
07/11/2012,25/05/2015,15s,460000,24,0,0
08/11/2012,26/10/2015,15s,457530000,21,0,0
09/11/2012,26/10/2015,15s,700000,21,0,0
09/11/2012,03/11/2013,13s,8935000,14.99,0,0
09/11/2012,21/08/2017,17s,2000000,23,0,0
12/11/2012,03/11/2013,13s,365000,14.99,0,0
12/11/2012,14/01/2013,13s,10000,19,0,0
12/11/2012,06/05/2017,17s,1000000,26,0,0
13/11/2012,21/08/2017,17s,5000000,23,0,0
13/11/2012,25/05/2015,15s,40000000,24,0,0
13/11/2012,14/01/2013,13s,1510000,19,0,0
13/11/2012,06/05/2017,17s,1500000,26,0,0
14/11/2012,03/11/2013,13s,7763224,14.99,0,0
14/11/2012,06/03/2013,13s,4975000,15.65,0,0
15/11/2012,26/10/2015,15s,20560000,21,0,0
15/11/2012,03/11/2013,13s,8760000,14.99,0,0
16/11/2012,14/01/2013,13s,4300000,19,0,0
16/11/2012,26/10/2015,15s,200000,21,0,0
19/11/2012,26/10/2015,15s,993412,21,0,0
20/11/2012,25/05/2015,15s,10000000,24,0,0
20/11/2012,29/07/2013,13s,3000000,14.25,0,0
20/11/2012,28/04/2014,14s,2500000,12.39,0,0
20/11/2012,21/08/2017,17s,1000000,23,0,0
20/11/2012,26/10/2015,15s,1160350,21,0,0
20/11/2012,26/10/2015,15s,3000000,21,21,630000
21/11/2012,14/01/2013,13s,2300000,19,0,0
21/11/2012,25/05/2015,15s,5000000,24,0,0
21/11/2012,21/08/2017,17s,5000000,23,0,0
22/11/2012,26/10/2015,15s,3040000,21,0,0
22/11/2012,14/01/2013,13s,2300000,19,0,0
22/11/2012,21/08/2017,17s,4000000,23,0,0
22/11/2012,25/05/2015,15s,2500000,24,0,0
22/11/2012,06/03/2013,13s,5136000,15.65,0,0
22/11/2012,12/10/2012,12s,5000000,15,0,0
23/11/2012,06/05/2017,17s,4500000,26,0,0
23/11/2012,26/10/2015,15s,12570000,21,0,0
23/11/2012,25/05/2015,15s,7975000,24,0,0
23/11/2012,25/07/2016,16s,1000000,14.25,0,0
23/11/2012,21/08/2017,17s,2000000,23,0,0
26/11/2012,26/10/2015,15s,8370000,21,0,0
26/11/2012,21/08/2017,17s,2000000,23,0,0
30/11/2012,06/03/2013,13s,3465000,15.65,0,0
30/11/2012,29/07/2013,13s,10610000,14.25,0,0
30/11/2012,26/10/2015,15s,4500000,21,0,0
30/11/2012,06/02/2014,14s,400000,13,0,0
03/12/2012,26/10/2015,15s,4500000,21,102.59,4616563.5
04/12/2012,03/11/2013,13s,950000,14.99,101.89,967982.55
04/12/2012,29/07/2013,13s,1450000,14.25,101.13,1466437.2
06/12/2012,21/08/2017,17s,780000,23,104.91,818298
06/12/2012,21/08/2017,17s,1000000,23,112,1120000
06/12/2012,03/11/2013,13s,1500000,14.99,98.27,1474050
06/12/2012,25/05/2015,15s,1600000,24,107.68,1722880
10/12/2012,14/01/2013,13s,500000,19,99.76,498800
10/12/2012,21/08/2017,17s,780000,23,109.07,850746
10/12/2012,25/05/2015,15s,9480471,24,109.21,10353243.16
11/12/2012,21/08/2017,17s,2000000,23,109.55,2190960
12/12/2012,30/09/2013,13s,20000,13.3,93,18599.8
12/12/2012,26/10/2015,15s,20000,21,97.85,19569.46
12/12/2012,21/08/2017,17s,780000,23,109.01,850267.08
12/12/2012,29/07/2013,13s,1800000,14.25,96.17,1731070.8
12/12/2012,28/04/2014,14s,2000000,12.39,89.98,1799536
12/12/2012,06/03/2013,13s,2500000,15.65,103.94,2598525
12/12/2012,25/05/2015,15s,3965000,24,107.73,4271383.48
13/12/2012,29/07/2013,13s,250000,14.25,96.51,241271.5
13/12/2012,29/07/2013,13s,1800000,14.25,96.13,1730367
13/12/2012,28/04/2014,14s,2000000,12.39,89.91,1798194
13/12/2012,29/07/2013,13s,5000000,14.25,95.21,4760490
14/12/2012,21/08/2017,17s,500000,23,112.45,562253
14/12/2012,21/08/2017,17s,1000000,23,109.54,1095360
14/12/2012,29/07/2013,13s,2085300,14.25,96.42,2010552.42
14/12/2012,29/07/2013,13s,7360000,14.25,96.61,7110282.56
14/12/2012,26/10/2015,15s,10000000,21,102.23,10222970
17/12/2012,21/08/2017,17s,90000,23,109.69,98717.58
17/12/2012,06/05/2017,17s,127000,26,118.18,150085.55
17/12/2012,26/10/2015,15s,430000,21,102.11,439069.99
17/12/2012,25/05/2015,15s,1000000,24,106.43,1064348
